id,postcode,locality,longitude,latitude
2357,2283,BALMORAL,151.57181,-33.019117
2358,2283,BLACKALLS PARK,151.57181,-33.019117
2359,2283,BOLTON POINT,151.57181,-33.019117
2360,2283,BUTTABA,151.57181,-33.019117
2361,2283,CAREY BAY,151.57181,-33.019117
2362,2283,COAL POINT,151.57181,-33.019117
2363,2283,FASSIFERN,151.57181,-33.019117
2364,2283,FENNELL BAY,151.57181,-33.019117
2365,2283,FISHING POINT,151.57181,-33.019117
2366,2283,KILABEN BAY,151.57181,-33.019117
2367,2283,RATHMINES,151.57181,-33.019117
2368,2283,RYHOPE,151.57181,-33.019117
2369,2283,TORONTO,151.57181,-33.019117
2370,2284,ARGENTON,151.621183,-32.953236
2371,2284,BOOLAROO,151.621183,-32.953236
2372,2284,BOORAGUL,151.621183,-32.953236
2373,2284,MARMONG POINT,151.621183,-32.953236
2374,2284,SPEERS POINT,151.621183,-32.953236
2375,2284,TERALBA,151.621183,-32.953236
2376,2284,WOODRISING,151.621183,-32.953236
2377,2285,CAMERON PARK,151.651095,-32.933305
2378,2285,CARDIFF,151.651095,-32.933305
2379,2285,CARDIFF HEIGHTS,151.651095,-32.933305
2380,2285,CARDIFF SOUTH,151.651095,-32.933305
2381,2285,EDGEWORTH,151.651095,-32.933305
2382,2285,GLENDALE,151.651095,-32.933305
2383,2285,MACQUARIE HILLS,151.651095,-32.933305
2384,2286,HOLMESVILLE,151.532669,-32.923321
2385,2286,SEAHAMPTON,151.532669,-32.923321
2386,2286,WEST WALLSEND,151.532669,-32.923321
2387,2287,BIRMINGHAM GARDENS,151.65807,-32.892577
2388,2287,ELERMORE VALE,151.65807,-32.892577
2389,2287,FLETCHER,151.65807,-32.892577
2390,2287,MARYLAND,151.65807,-32.892577
2391,2287,MINMI,151.65807,-32.892577
2392,2287,RANKIN PARK,151.65807,-32.892577
2393,2287,SUMMER HILL,151.65807,-32.892577
2394,2287,WALLSEND,151.65807,-32.892577
22869,2287,WALLSEND DC,0,0
2395,2287,WALLSEND SOUTH,151.65807,-32.892577
2396,2289,ADAMSTOWN,151.71008,-32.948567
2397,2289,ADAMSTOWN HEIGHTS,151.71008,-32.948567
2398,2289,GARDEN SUBURB,151.71008,-32.948567
2399,2289,HIGHFIELDS,151.71008,-32.948567
2400,2289,KOTARA,151.71008,-32.948567
2401,2289,KOTARA FAIR,151.71008,-32.948567
2402,2289,KOTARA SOUTH,151.71008,-32.948567
2403,2290,BENNETTS GREEN,151.707801,-32.983963
2404,2290,CHARLESTOWN,151.707801,-32.983963
2405,2290,DUDLEY,151.707801,-32.983963
2406,2290,GATESHEAD,151.707801,-32.983963
2407,2290,HILLSBOROUGH,151.707801,-32.983963
2408,2290,KAHIBAH,151.707801,-32.983963
2409,2290,MOUNT HUTTON,151.707801,-32.983963
2410,2290,REDHEAD,151.707801,-32.983963
2411,2290,TINGIRA HEIGHTS,151.707801,-32.983963
2412,2290,WHITEBRIDGE,151.707801,-32.983963
2413,2291,MEREWETHER,151.742882,-32.951039
2414,2291,MEREWETHER HEIGHTS,151.742882,-32.951039
3401,2291,THE JUNCTION,151.742882,-32.951039
3402,2292,BROADMEADOW,151.740716,-32.931589
3403,2292,HAMILTON NORTH,151.740716,-32.931589
3404,2293,MARYVILLE,151.754696,-32.917776
3405,2293,WICKHAM,151.754696,-32.917776
3406,2294,CARRINGTON,151.767408,-32.915791
3407,2295,FERN BAY,151.80174,-32.879469
3408,2295,STOCKTON,151.80174,-32.879469
3409,2296,ISLINGTON,151.746237,-32.915698
3410,2297,TIGHES HILL,151.750126,-32.909135
3411,2298,GEORGETOWN,151.722243,-32.905633
3412,2298,WARATAH,151.722243,-32.905633
3413,2298,WARATAH WEST,151.722243,-32.905633
3414,2299,JESMOND,151.704581,-32.909816
3415,2299,LAMBTON,151.704581,-32.909816
3416,2299,NORTH LAMBTON,151.704581,-32.909816
3417,2300,BAR BEACH,151.778021,-32.931635
3418,2300,COOKS HILL,151.778021,-32.931635
3419,2300,NEWCASTLE,151.778021,-32.931635
3420,2300,NEWCASTLE EAST,151.778021,-32.931635
3421,2300,THE HILL,151.778021,-32.931635
3422,2302,NEWCASTLE WEST,151.752466,-32.931265
3423,2303,HAMILTON,151.743325,-32.924571
22841,2303,HAMILTON DC,0,0
3424,2303,HAMILTON EAST,151.743325,-32.924571
3425,2303,HAMILTON SOUTH,151.743325,-32.924571
3426,2304,KOORAGANG,151.73862,-32.880319
3427,2304,MAYFIELD,151.73862,-32.880319
3428,2304,MAYFIELD EAST,151.73862,-32.880319
3429,2304,MAYFIELD NORTH,151.73862,-32.880319
3430,2304,MAYFIELD WEST,151.73862,-32.880319
3431,2304,SANDGATE,151.73862,-32.880319
3432,2304,WARABROOK,151.73862,-32.880319
3433,2305,KOTARA EAST,151.706545,-32.930221
3434,2305,NEW LAMBTON,151.706545,-32.930221
3435,2305,NEW LAMBTON HEIGHTS,151.706545,-32.930221
3436,2306,WINDALE,151.682517,-32.993286
3437,2307,SHORTLAND,151.688102,-32.88365
3438,2308,CALLAGHAN,151.697356,-32.892884
3439,2308,NEWCASTLE UNIVERSITY,151.697356,-32.892884
3440,2309,DANGAR,148.890775,-30.352158
3441,2310,HUNTER REGION MC,0,0
3442,2311,ALLYNBROOK,151.522527,-32.3438
3443,2311,BINGLEBURRA,151.522527,-32.3438
3444,2311,BONNINGTON PARK,151.522527,-32.3438
3445,2311,CARRABOLLA,151.522527,-32.3438
3446,2311,EAST GRESFORD,151.522527,-32.3438
3447,2311,ECCLESTON,151.522527,-32.3438
3448,2311,GRESFORD,151.522527,-32.3438
3449,2311,HALTON,151.522527,-32.3438
3450,2311,LEWINSBROOK,151.522527,-32.3438
3451,2311,LOSTOCK,151.522527,-32.3438
3452,2311,MOUNT RIVERS,151.522527,-32.3438
20245,2311,UPPER ALLYN,151.4607343,-32.14597291
20246,2312,MINIMBAH,152.3722113,-32.16165072
3453,2312,NABIAC,152.33084,-32.133322
3454,2314,WILLIAMTOWN RAAF,151.840094,-32.797453
3455,2315,CORLETTE,152.193698,-32.746224
3456,2315,FINGAL BAY,152.193698,-32.746224
3457,2315,GAN GAN,152.193698,-32.746224
3458,2315,NELSON BAY,152.193698,-32.746224
3459,2315,SHOAL BAY,152.193698,-32.746224
3460,2316,ANNA BAY,152.083274,-32.776919
3461,2316,BOAT HARBOUR,152.083274,-32.776919
3462,2316,BOBS FARM,152.083274,-32.776919
3463,2316,FISHERMANS BAY,152.083274,-32.776919
3464,2316,ONE MILE,152.083274,-32.776919
3465,2316,TAYLORS BEACH,152.083274,-32.776919
3466,2317,SALAMANDER BAY,152.076399,-32.720937
3467,2317,SOLDIERS POINT,152.076399,-32.720937
3188,2318,CAMPVALE,151.851897,-32.769906
3189,2318,FERODALE,151.851897,-32.769906
3190,2318,FULLERTON COVE,151.851897,-32.769906
3191,2318,MEDOWIE,151.851897,-32.769906
3192,2318,OYSTER COVE,151.851897,-32.769906
3193,2318,SALT ASH,151.851897,-32.769906
3194,2318,WILLIAMTOWN,151.851897,-32.769906
3195,2319,LEMON TREE PASSAGE,152.039551,-32.730927
3196,2319,MALLABULA,152.039551,-32.730927
3197,2319,TANILBA BAY,152.039551,-32.730927
20247,2319,TILLIGERRY CREEK,151.990451,-32.75944213
3198,2320,ABERGLASSLYN,151.543675,-32.741737
3199,2320,ALLANDALE,151.543675,-32.741737
3200,2320,ANAMBAH,151.543675,-32.741737
3201,2320,BOLWARRA,151.543675,-32.741737
3202,2320,BOLWARRA HEIGHTS,151.543675,-32.741737
3203,2320,FARLEY,151.543675,-32.741737
3204,2320,GLEN OAK,151.543675,-32.741737
3205,2320,GOSFORTH,151.543675,-32.741737
3206,2320,HILLSBOROUGH,151.543675,-32.741737
3207,2320,HORSESHOE BEND,151.543675,-32.741737
3208,2320,KEINBAH,151.543675,-32.741737
3209,2320,LARGS,151.543675,-32.741737
3210,2320,LORN,151.543675,-32.741737
3211,2320,LOUTH PARK,151.543675,-32.741737
3212,2320,MAITLAND,151.543675,-32.741737
3213,2320,MAITLAND NORTH,151.543675,-32.741737
3214,2320,MAITLAND VALE,151.543675,-32.741737
3215,2320,MELVILLE,151.543675,-32.741737
3216,2320,MINDARIBBA,151.543675,-32.741737
3217,2320,MOUNT DEE,151.543675,-32.741737
3218,2320,OAKHAMPTON,151.543675,-32.741737
3219,2320,OAKHAMPTON HEIGHTS,151.543675,-32.741737
3220,2320,POKOLBIN,151.543675,-32.741737
3221,2320,ROSEBROOK,151.543675,-32.741737
3222,2320,ROTHBURY,151.543675,-32.741737
3223,2320,RUTHERFORD,151.543675,-32.741737
3224,2320,SOUTH MAITLAND,151.543675,-32.741737
3225,2320,TELARAH,151.543675,-32.741737
3226,2320,WALLALONG,151.543675,-32.741737
3227,2320,WINDELLA,151.543675,-32.741737
3228,2321,BERRY PARK,151.683702,-32.660186
3229,2321,BUTTERWICK,151.683702,-32.660186
3230,2321,CLARENCE TOWN,151.683702,-32.660186
3231,2321,CLIFTLEIGH,151.683702,-32.660186
3232,2321,DUCKENFIELD,151.683702,-32.660186
3233,2321,DUNS CREEK,151.683702,-32.660186
3234,2321,GILLIESTON HEIGHTS,151.683702,-32.660186
3235,2321,GLEN MARTIN,151.683702,-32.660186
3236,2321,GLEN WILLIAM,151.683702,-32.660186
3237,2321,HARPERS HILL,151.683702,-32.660186
3238,2321,HEDDON GRETA,151.683702,-32.660186
3239,2321,HINTON,151.683702,-32.660186
3240,2321,IONA,151.683702,-32.660186
3241,2321,LOCHINVAR,151.683702,-32.660186
3242,2321,LUSKINTYRE,151.683702,-32.660186
3243,2321,MORPETH,151.683702,-32.660186
3244,2321,OSWALD,151.683702,-32.660186
3245,2321,PHOENIX PARK,151.683702,-32.660186
3246,2321,RAWORTH,151.683702,-32.660186
3247,2321,WINDERMERE,151.683702,-32.660186
3248,2321,WOERDEN,151.683702,-32.660186
3249,2321,WOODVILLE,151.683702,-32.660186
3250,2322,BERESFIELD,151.65415,-32.819819
3251,2322,BLACK HILL,151.65415,-32.819819
20248,2322,CHISHOLM,151.636919,-32.75469624
3252,2322,HEXHAM,151.65415,-32.819819
3253,2322,LENAGHAN,151.65415,-32.819819
3254,2322,STOCKRINGTON,151.65415,-32.819819
3255,2322,TARRO,151.65415,-32.819819
3256,2322,THORNTON,151.65415,-32.819819
3257,2322,TOMAGO,151.65415,-32.819819
3258,2322,WOODBERRY,151.65415,-32.819819
3259,2323,ASHTONFIELD,151.607554,-32.757616
3260,2323,BRUNKERVILLE,151.607554,-32.757616
3261,2323,BUCHANAN,151.607554,-32.757616
3262,2323,BUTTAI,151.607554,-32.757616
3263,2323,EAST MAITLAND,151.607554,-32.757616
20249,2323,FOUR MILE CREEK,151.587482,-32.794605
3264,2323,FREEMANS WATERHOLE,151.607554,-32.757616
20250,2323,GREEN HILLS,151.589182,-32.76212
3265,2323,GREENHILLS,151.607554,-32.757616
3266,2323,METFORD,151.607554,-32.757616
3267,2323,METFORD DC,151.607554,-32.757616
3268,2323,MOUNT VINCENT,151.607554,-32.757616
3269,2323,MULBRING,151.607554,-32.757616
3270,2323,PITNACREE,151.607554,-32.757616
20251,2323,RICHMOND VALE,151.4971864,-32.86516329
3271,2323,TENAMBIT,151.607554,-32.757616
3272,2324,BALICKERA,152.332617,-32.623108
3273,2324,BRANDY HILL,152.332617,-32.623108
3274,2324,BUNDABAH,152.332617,-32.623108
3275,2324,CARRINGTON,152.332617,-32.623108
3276,2324,CELLS RIVER,152.332617,-32.623108
3277,2324,EAGLETON,152.332617,-32.623108
3278,2324,EAST SEAHAM,152.332617,-32.623108
3279,2324,HAWKS NEST,152.332617,-32.623108
3280,2324,HEATHERBRAE,152.332617,-32.623108
3281,2324,KARUAH,152.332617,-32.623108
20252,2324,KINGS HILL,151.7752919,-32.71798998
3282,2324,LIMEBURNERS CREEK,152.332617,-32.623108
3283,2324,MILLERS FOREST,152.332617,-32.623108
3284,2324,MOTTO FARM,152.332617,-32.623108
3285,2324,NELSONS PLAINS,152.332617,-32.623108
3286,2324,NORTH ARM COVE,152.332617,-32.623108
3287,2324,OSTERLEY,152.332617,-32.623108
3288,2324,PINDIMAR,152.332617,-32.623108
3289,2324,RAYMOND TERRACE,152.332617,-32.623108
3290,2324,RAYMOND TERRACE EAST,152.332617,-32.623108
3291,2324,SEAHAM,152.332617,-32.623108
3292,2324,SWAN BAY,152.332617,-32.623108
3293,2324,TAHLEE,152.332617,-32.623108
3294,2324,TEA GARDENS,152.332617,-32.623108
3295,2324,TWELVE MILE CREEK,152.332617,-32.623108
3296,2324,WALLAROO,152.332617,-32.623108
3297,2325,ABERDARE,151.317476,-32.977861
3298,2325,ABERNETHY,151.317476,-32.977861
3299,2325,BELLBIRD,151.317476,-32.977861
20253,2325,BELLBIRD HEIGHTS,151.3306441,-32.84785687
3300,2325,BOREE,151.317476,-32.977861
3301,2325,CEDAR CREEK,151.317476,-32.977861
3302,2325,CESSNOCK,151.317476,-32.977861
3303,2325,CESSNOCK WEST,151.317476,-32.977861
3304,2325,CONGEWAI,151.317476,-32.977861
20254,2325,CORRABARE,151.2187761,-32.95034059
20255,2325,DAIRY ARM,151.176502,-33.05409347
3305,2325,ELLALONG,151.317476,-32.977861
3306,2325,ELRINGTON,151.317476,-32.977861
20256,2325,FERNANCES CROSSING,151.1218262,-33.06159524
20257,2325,GRETA MAIN,151.2826072,-32.88882897
3307,2325,KEARSLEY,151.317476,-32.977861
3308,2325,KITCHENER,151.317476,-32.977861
3309,2325,LAGUNA,151.317476,-32.977861
3310,2325,LOVEDALE,151.317476,-32.977861
3311,2325,MILLFIELD,151.317476,-32.977861
3312,2325,MOOTAI,151.317476,-32.977861
20258,2325,MORUBEN,150.889563,-33.052927
3313,2325,MOUNT VIEW,151.317476,-32.977861
20259,2325,MURRAYS RUN,151.1527466,-33.07063333
3314,2325,NARONE CREEK,151.317476,-32.977861
3315,2325,NULKABA,151.317476,-32.977861
20260,2325,OLNEY,151.3131147,-33.03362627
3316,2325,PAXTON,151.317476,-32.977861
3317,2325,PAYNES CROSSING,151.317476,-32.977861
3318,2325,PELTON,151.317476,-32.977861
3319,2325,QUORROBOLONG,151.317476,-32.977861
3320,2325,SWEETMANS CREEK,151.317476,-32.977861
3321,2325,WATAGAN,151.317476,-32.977861
3322,2325,WOLLOMBI,151.317476,-32.977861
3323,2325,YALLAMBIE,151.317476,-32.977861
20261,2325,YENGO NATIONAL PARK,150.9115105,-33.01498358
3324,2326,ABERMAIN,151.453148,-32.785207
3325,2326,BISHOPS BRIDGE,151.453148,-32.785207
3326,2326,LOXFORD,151.453148,-32.785207
3327,2326,NEATH,151.453148,-32.785207
3328,2326,SAWYERS GULLY,151.453148,-32.785207
3046,2326,WESTON,151.453148,-32.785207
3047,2327,KURRI KURRI,151.486212,-32.820688
3048,2327,PELAW MAIN,151.486212,-32.820688
3049,2327,STANFORD MERTHYR,151.486212,-32.820688
3050,2328,BUREEN,150.564817,-32.57693
3051,2328,DALSWINTON,150.564817,-32.57693
3052,2328,DENMAN,150.564817,-32.57693
3053,2328,GIANTS CREEK,150.564817,-32.57693
3054,2328,HOLLYDEEN,150.564817,-32.57693
3055,2328,KERRABEE,150.564817,-32.57693
3056,2328,MANGOOLA,150.564817,-32.57693
3057,2328,MARTINDALE,150.564817,-32.57693
3058,2328,WIDDEN,150.564817,-32.57693
3059,2328,YARRAWA,150.564817,-32.57693
3060,2329,BORAMBIL,150.187517,-32.047498
3061,2329,CASSILIS,150.187517,-32.047498
3062,2329,MERRIWA,150.187517,-32.047498
3063,2329,UARBRY,150.187517,-32.047498
3064,2330,APPLETREE FLAT,150.972137,-32.760486
3065,2330,BIG RIDGE,150.972137,-32.760486
20262,2330,BIG YENGO,151.013495,-32.975222
3066,2330,BOWMANS CREEK,150.972137,-32.760486
3067,2330,BRIDGMAN,150.972137,-32.760486
3068,2330,BROKE,150.972137,-32.760486
3069,2330,BULGA,150.972137,-32.760486
3070,2330,CAMBERWELL,150.972137,-32.760486
3071,2330,CARROWBROOK,150.972137,-32.760486
3072,2330,CLYDESDALE,150.972137,-32.760486
3073,2330,COMBO,150.972137,-32.760486
3074,2330,DARLINGTON,150.972137,-32.760486
3075,2330,DOYLES CREEK,150.972137,-32.760486
3076,2330,DUNOLLY,150.972137,-32.760486
3077,2330,DURAL,150.972137,-32.760486
3078,2330,DYRRING,150.972137,-32.760486
3079,2330,FALBROOK,150.972137,-32.760486
3080,2330,FERN GULLY,150.972137,-32.760486
3081,2330,FORDWICH,150.972137,-32.760486
3082,2330,GARLAND VALLEY,150.972137,-32.760486
3083,2330,GLENDON,150.972137,-32.760486
20263,2330,GLENDON BROOK,151.4082526,-32.48897756
3084,2330,GLENDONBROOK,150.972137,-32.760486
3085,2330,GLENNIES CREEK,150.972137,-32.760486
3086,2330,GLENRIDDING,150.972137,-32.760486
3087,2330,GOORANGOOLA,150.972137,-32.760486
3088,2330,GOULDSVILLE,150.972137,-32.760486
3089,2330,GOWRIE,150.972137,-32.760486
3090,2330,GREENLANDS,150.972137,-32.760486
3091,2330,HAMBLEDON HILL,150.972137,-32.760486
3092,2330,HEBDEN,150.972137,-32.760486
3093,2330,HOWES VALLEY,150.972137,-32.760486
3094,2330,HOWICK,150.972137,-32.760486
3095,2330,HUNTERVIEW,150.972137,-32.760486
3096,2330,JERRYS PLAINS,150.972137,-32.760486
3097,2330,LEMINGTON,150.972137,-32.760486
3098,2330,LONG POINT,150.972137,-32.760486
3099,2330,MAISON DIEU,150.972137,-32.760486
3100,2330,MCDOUGALLS HILL,150.972137,-32.760486
3101,2330,MIDDLE FALBROOK,150.972137,-32.760486
3102,2330,MILBRODALE,150.972137,-32.760486
3103,2330,MIRANNIE,150.972137,-32.760486
3104,2330,MITCHELLS FLAT,150.972137,-32.760486
3105,2330,MOUNT OLIVE,150.972137,-32.760486
3106,2330,MOUNT ROYAL,150.972137,-32.760486
3107,2330,MOUNT THORLEY,150.972137,-32.760486
3108,2330,OBANVALE,150.972137,-32.760486
3109,2330,PUTTY,150.972137,-32.760486
3110,2330,RAVENSWORTH,150.972137,-32.760486
3111,2330,REDBOURNBERRY,150.972137,-32.760486
3112,2330,REEDY CREEK,150.972137,-32.760486
3113,2330,RIXS CREEK,150.972137,-32.760486
3114,2330,ROUGHIT,150.972137,-32.760486
3115,2330,SCOTTS FLAT,150.972137,-32.760486
3116,2330,SEDGEFIELD,150.972137,-32.760486
3117,2330,SINGLETON,150.972137,-32.760486
22861,2330,SINGLETON DC,0,0
3118,2330,SINGLETON HEIGHTS,150.972137,-32.760486
3119,2330,ST CLAIR,150.972137,-32.760486
3120,2330,WARKWORTH,150.972137,-32.760486
3121,2330,WATTLE PONDS,150.972137,-32.760486
3122,2330,WESTBROOK,150.972137,-32.760486
3123,2330,WHITTINGHAM,150.972137,-32.760486
3124,2330,WOLLEMI,150.972137,-32.760486
3125,2330,WYLIES FLAT,150.972137,-32.760486
22862,2331,SINGLETON MILITARY AREA,0,0
3126,2331,SINGLETON MILPO,151.171479,-32.61615
3127,2333,BAERAMI,150.701949,-32.248568
3128,2333,BAERAMI CREEK,150.701949,-32.248568
3129,2333,BENGALLA,150.701949,-32.248568
3130,2333,CASTLE ROCK,150.701949,-32.248568
3131,2333,EDDERTON,150.701949,-32.248568
3132,2333,GUNGAL,150.701949,-32.248568
3133,2333,KAYUGA,150.701949,-32.248568
3134,2333,LIDDELL,150.701949,-32.248568
3135,2333,MANOBALAI,150.701949,-32.248568
3136,2333,MCCULLYS GAP,150.701949,-32.248568
3137,2333,MUSCLE CREEK,150.701949,-32.248568
3138,2333,MUSWELLBROOK,150.701949,-32.248568
3139,2333,SANDY HOLLOW,150.701949,-32.248568
3140,2333,WYBONG,150.701949,-32.248568
3141,2334,GRETA,151.385451,-32.728461
3142,2335,BELFORD,151.319414,-32.642118
3143,2335,BRANXTON,151.319414,-32.642118
3144,2335,DALWOOD,151.319414,-32.642118
20264,2335,EAST BRANXTON,151.3646647,-32.65496591
3145,2335,ELDERSLIE,151.319414,-32.642118
3146,2335,LAMBS VALLEY,151.319414,-32.642118
3147,2335,LECONFIELD,151.319414,-32.642118
3148,2335,LOWER BELFORD,151.319414,-32.642118
3149,2335,NORTH ROTHBURY,151.319414,-32.642118
3150,2335,STANHOPE,151.319414,-32.642118
3151,2336,ABERDEEN,151.102917,-32.14622
3152,2336,DARTBROOK,151.102917,-32.14622
3153,2336,DAVIS CREEK,151.102917,-32.14622
3154,2336,ROSSGOLE,151.102917,-32.14622
3155,2336,ROUCHEL,151.102917,-32.14622
3156,2336,ROUCHEL BROOK,151.102917,-32.14622
3157,2336,UPPER DARTBROOK,151.102917,-32.14622
3158,2336,UPPER ROUCHEL,151.102917,-32.14622
3159,2337,BELLTREES,151.080412,-31.966754
3160,2337,BRAWBOY,151.080412,-31.966754
3161,2337,BUNNAN,151.080412,-31.966754
3162,2337,DRY CREEK,151.080412,-31.966754
3163,2337,ELLERSTON,151.080412,-31.966754
3164,2337,GLENBAWN,151.080412,-31.966754
3165,2337,GLENROCK,151.080412,-31.966754
3166,2337,GUNDY,151.080412,-31.966754
3167,2337,KARS SPRINGS,151.080412,-31.966754
3168,2337,MIDDLE BROOK,151.080412,-31.966754
3169,2337,MOOBI,151.080412,-31.966754
3170,2337,MOONAN BROOK,151.080412,-31.966754
3171,2337,MOONAN FLAT,151.080412,-31.966754
20265,2337,MURULLA,150.8688403,-31.8361872
3172,2337,OMADALE,151.080412,-31.966754
3173,2337,OWENS GAP,151.080412,-31.966754
3174,2337,PAGES CREEK,151.080412,-31.966754
3175,2337,PARKVILLE,151.080412,-31.966754
3176,2337,SATUR,151.080412,-31.966754
3177,2337,SCONE,151.080412,-31.966754
3178,2337,SEGENHOE,151.080412,-31.966754
3179,2337,STEWARTS BROOK,151.080412,-31.966754
3180,2337,TOMALLA,151.080412,-31.966754
3181,2337,WAVERLY,151.080412,-31.966754
3182,2337,WINGEN,151.080412,-31.966754
3183,2337,WOOLOOMA,151.080412,-31.966754
3184,2338,ARDGLEN,151.029159,-31.735174
3185,2338,BLANDFORD,151.029159,-31.735174
3186,2338,CRAWNEY,151.029159,-31.735174
3187,2338,GREEN CREEK,151.029159,-31.735174
2905,2338,MURRURUNDI,151.029159,-31.735174
2906,2338,PAGES RIVER,151.029159,-31.735174
2907,2338,SANDY CREEK,151.029159,-31.735174
2908,2338,SCOTTS CREEK,151.029159,-31.735174
2909,2338,TIMOR,151.029159,-31.735174
2910,2339,BIG JACKS CREEK,150.603274,-31.735738
2911,2339,BRAEFIELD,150.603274,-31.735738
2912,2339,CATTLE CREEK,150.603274,-31.735738
2913,2339,CHILCOTTS CREEK,150.603274,-31.735738
2914,2339,LITTLE JACKS CREEK,150.603274,-31.735738
2915,2339,MACDONALDS CREEK,150.603274,-31.735738
2916,2339,PARRAWEENA,150.603274,-31.735738
2917,2339,WARRAH,150.603274,-31.735738
2918,2339,WARRAH CREEK,150.603274,-31.735738
2919,2339,WILLOW TREE,150.603274,-31.735738
2920,2340,APPLEBY,151.138322,-31.333592
20266,2340,BARRY,151.2837764,-31.59995012
2921,2340,BECTIVE,151.138322,-31.333592
2922,2340,BITHRAMERE,151.138322,-31.333592
2923,2340,BOWLING ALLEY POINT,151.138322,-31.333592
2924,2340,CALALA,151.138322,-31.333592
2925,2340,CARROLL,151.138322,-31.333592
2926,2340,DARUKA,151.138322,-31.333592
20267,2340,DUNCANS CREEK,151.2028813,-31.38694998
2927,2340,DUNGOWAN,151.138322,-31.333592
2928,2340,EAST TAMWORTH,151.138322,-31.333592
20268,2340,GAROO,150.9613571,-31.42224232
2929,2340,GIDLEY,151.138322,-31.333592
2930,2340,GOONOO GOONOO,151.138322,-31.333592
2931,2340,GOWRIE,151.138322,-31.333592
2932,2340,HALLSVILLE,151.138322,-31.333592
2933,2340,HANGING ROCK,151.138322,-31.333592
2934,2340,HILLVUE,151.138322,-31.333592
2935,2340,KEEPIT,151.138322,-31.333592
2936,2340,KINGSWOOD,151.138322,-31.333592
2937,2340,LOOMBERAH,151.138322,-31.333592
2938,2340,MOORE CREEK,151.138322,-31.333592
2939,2340,NEMINGHA,151.138322,-31.333592
2940,2340,NORTH TAMWORTH,151.138322,-31.333592
2941,2340,NUNDLE,151.138322,-31.333592
2942,2340,OGUNBIL,151.138322,-31.333592
2943,2340,OXLEY VALE,151.138322,-31.333592
2944,2340,PIALLAMORE,151.138322,-31.333592
2945,2340,SOMERTON,151.138322,-31.333592
20269,2340,SOUTH TAMWORTH,150.9217762,-31.11113844
2946,2340,TAMINDA,151.138322,-31.333592
2947,2340,TAMWORTH,151.138322,-31.333592
2948,2340,TAMWORTH SOUTH,151.138322,-31.333592
2949,2340,TIMBUMBURI,151.138322,-31.333592
2950,2340,WALLAMORE,151.138322,-31.333592
2951,2340,WARRAL,151.138322,-31.333592
2952,2340,WEABONGA,151.138322,-31.333592
2953,2340,WEST TAMWORTH,151.138322,-31.333592
2954,2340,WESTDALE,151.138322,-31.333592
2955,2340,WOOLOMIN,151.138322,-31.333592
2956,2341,WERRIS CREEK,150.611053,-31.34664
2957,2342,CURRABUBULA,150.54907,-31.155223
2958,2342,PIALLAWAY,150.54907,-31.155223
2959,2343,BLACKVILLE,150.372784,-31.505932
20270,2343,BORAMBIL,150.6372026,-31.50597769
2960,2343,BUNDELLA,150.372784,-31.505932
2961,2343,CAROONA,150.372784,-31.505932
2962,2343,COLLY BLUE,150.372784,-31.505932
2963,2343,COOMOO COOMOO,150.372784,-31.505932
2964,2343,PINE RIDGE,150.372784,-31.505932
2965,2343,QUIPOLLY,150.372784,-31.505932
2966,2343,QUIRINDI,150.372784,-31.505932
2967,2343,SPRING RIDGE,150.372784,-31.505932
2968,2343,WALLABADAH,150.372784,-31.505932
2969,2343,WARRAH RIDGE,150.372784,-31.505932
2970,2343,WINDY,150.372784,-31.505932
2971,2343,YANNERGEE,150.372784,-31.505932
20271,2343,YARRAMAN,150.1491418,-31.66545698
2972,2344,DURI,150.729574,-31.17375
2973,2344,WINTON,150.729574,-31.17375
2974,2345,ATTUNGA,150.875031,-30.864342
2975,2345,GARTHOWEN,150.875031,-30.864342
20272,2346,BORAH CREEK,150.5206378,-30.60226666
2976,2346,HALLS CREEK,150.761923,-30.627675
2977,2346,KLORI,150.761923,-30.627675
2978,2346,MANILLA,150.761923,-30.627675
20273,2346,NAMOI RIVER,150.8152056,-30.59005394
20274,2346,NEW MEXICO,150.6278623,-30.74039865
20275,2346,RUSHES CREEK,150.6548008,-30.81768151
2979,2346,UPPER MANILLA,150.761923,-30.627675
20276,2346,WARRABAH,150.9716354,-30.50223813
20277,2346,WIMBORNE,150.6553399,-30.69280149
20278,2346,WONGO CREEK,150.518242,-30.72850361
2980,2347,BANOON,150.523163,-30.281899
2981,2347,BARRABA,150.523163,-30.281899
2982,2347,CARODA,150.523163,-30.281899
2983,2347,COBBADAH,150.523163,-30.281899
2984,2347,GULF CREEK,150.523163,-30.281899
2985,2347,GUNDAMULDA,150.523163,-30.281899
2986,2347,HORTON VALLEY,150.523163,-30.281899
2987,2347,IRONBARK,150.523163,-30.281899
2988,2347,LINDESAY,150.523163,-30.281899
2989,2347,LONGARM,150.523163,-30.281899
2990,2347,MAYVALE,150.523163,-30.281899
2991,2347,RED HILL,150.523163,-30.281899
20279,2347,THIRLDENE,150.9072537,-30.33223081
2992,2347,THIRLOENE,150.523163,-30.281899
20280,2347,UPPER HORTON,150.3586846,-30.1814995
2993,2347,WOODSREEF,150.523163,-30.281899
2994,2348,NEW ENGLAND MC,0,0
2995,2350,ABERFOYLE,151.906153,-30.493397
2996,2350,ABINGTON,151.906153,-30.493397
2997,2350,ACACIA PARK,151.906153,-30.493397
2998,2350,ARGYLE,151.906153,-30.493397
